酒儿公告,#genre#
CCTV13,http://115.60.241.249:2000/rtp/225.1.4.113:1293$『线路15』
CCTV13,http://114.97.197.61:4022/rtp/238.1.79.35:4392$『线路16』
CCTV13,http://60.188.194.72:8888/rtp/233.50.201.246:5140$『线路17』
CCTV13,http://58.32.42.132:4022/rtp/239.45.1.198:5140$『线路18』
CCTV13,http://49.71.65.134:8800/rtp/239.49.8.109:8000$『线路19』
CCTV13,http://49.74.204.146:8888/rtp/239.49.8.109:8000$『线路20』
CCTV13,http://36.6.151.177:8888/rtp/238.1.79.35:4392$『线路21』
CCTV14,http://www.baopiqi.top:4022/udp/239.45.3.23:5140$『线路1』
CCTV14,http://222.184.193.235:55555/rtp/239.49.8.56:9826$『线路2』
CCTV14,http://222.212.166.172:8888/rtp/239.93.1.29:6000$『线路3』
CCTV14,http://218.1.139.206:8888/rtp/239.45.3.23:5140$『线路4』
CCTV14,http://171.213.128.34:4022/rtp/239.93.1.29:6000$『线路5』
CCTV14,http://171.88.144.241:4022/rtp/239.93.1.29:6000$『线路6』
CCTV14,http://125.116.52.226:4022/rtp/233.50.201.124:5140$『线路7』
CCTV14,http://121.237.247.189:8888/rtp/239.49.8.56:9826$『线路8』
CCTV14,http://116.226.123.242:4022/rtp/239.45.3.23:5140$『线路9』
CCTV14,http://115.195.17.233:8888/rtp/233.50.201.124:5140$『线路10』
CCTV14,http://115.198.129.134:8000/rtp/233.50.201.124:5140$『线路11』
CCTV14,http://115.204.248.218:8888/rtp/233.50.201.124:5140$『线路12』
CCTV14,http://115.206.115.148:4022/rtp/233.50.201.124:5140$『线路13』
CCTV14,http://115.224.205.125:8888/rtp/233.50.201.124:5140$『线路14』
CCTV14,http://115.60.241.249:2000/rtp/225.1.4.80:1109$『线路15』
CCTV14,http://114.97.197.61:4022/rtp/238.1.78.243:7816$『线路16』
CCTV14,http://60.188.194.72:8888/rtp/233.50.201.124:5140$『线路17』
CCTV14,http://58.32.42.132:4022/rtp/239.45.3.23:5140$『线路18』
CCTV14,http://49.71.65.134:8800/rtp/239.49.8.56:9826$『线路19』
CCTV14,http://49.74.204.146:8888/rtp/239.49.8.56:9826$『线路20』
CCTV14,http://36.6.151.177:8888/rtp/238.1.78.243:7816$『线路21』
CCTV15,http://www.baopiqi.top:4022/udp/239.45.0.20:5140$『线路1』
CCTV15,http://222.184.193.235:55555/rtp/239.49.0.128:8000$『线路2』
CCTV15,http://222.212.166.172:8888/rtp/239.93.0.103:5140$『线路3』
CCTV15,http://218.1.139.206:8888/rtp/239.45.1.200:5140$『线路4』
CCTV15,http://171.213.128.34:4022/rtp/239.93.0.103:5140$『线路5』
CCTV15,http://171.88.144.241:4022/rtp/239.93.0.103:5140$『线路6』
CCTV15,http://125.116.52.226:4022/rtp/233.50.200.133:5140$『线路7』
CCTV15,http://121.237.247.189:8888/rtp/239.49.0.128:8000$『线路8』
CCTV15,http://116.226.123.242:4022/rtp/239.45.1.200:5140$『线路9』
CCTV15,http://115.195.17.233:8888/rtp/233.50.200.133:5140$『线路10』
CCTV15,http://115.198.129.134:8000/rtp/233.50.200.133:5140$『线路11』
CCTV15,http://115.204.248.218:8888/rtp/233.50.200.133:5140$『线路12』
CCTV15,http://115.206.115.148:4022/rtp/233.50.200.133:5140$『线路13』
CCTV15,http://115.224.205.125:8888/rtp/233.50.200.133:5140$『线路14』
CCTV15,http://115.60.241.249:2000/rtp/225.1.4.216:1269$『线路15』
CCTV15,http://114.97.197.61:4022/rtp/238.1.78.222:7648$『线路16』
CCTV15,http://60.188.194.72:8888/rtp/233.50.200.133:5140$『线路17』
CCTV15,http://58.32.42.132:4022/rtp/239.45.1.200:5140$『线路18』
CCTV15,http://49.71.65.134:8800/rtp/239.49.0.128:8000$『线路19』
CCTV15,http://49.74.204.146:8888/rtp/239.49.0.128:8000$『线路20』
CCTV15,http://36.6.151.177:8888/rtp/238.1.78.222:7648$『线路21』
CCTV16,http://www.baopiqi.top:4022/udp/239.45.0.10:5140$『线路1』
CCTV16,http://222.184.193.235:55555/rtp/239.49.8.31:8000$『线路2』
CCTV16,http://218.1.139.206:8888/rtp/239.45.0.10:5140$『线路3』
CCTV16,http://125.116.52.226:4022/rtp/233.50.200.112:5140$『线路4』
CCTV16,http://121.237.247.189:8888/rtp/239.49.8.31:8000$『线路5』
CCTV16,http://116.226.123.242:4022/rtp/239.45.0.10:5140$『线路6』
CCTV16,http://115.195.17.233:8888/rtp/233.50.200.112:5140$『线路7』
CCTV16,http://115.198.129.134:8000/rtp/233.50.200.112:5140$『线路8』
CCTV16,http://115.204.248.218:8888/rtp/233.50.200.112:5140$『线路9』
